sample_id,C,m,sigma_scale,life_cycles,a_crit_m,failed_within_grid
328,8.474873095108977e-11,2.906947387119326,1.028420476228741,201032641.2720744,31.3447203851667,True
329,9.102451351328377e-11,2.989967401987199,0.9114397580804069,223692059.4112596,35.50639507187534,True
330,1.1050779295945653e-10,2.799788886181895,1.0918447584914506,167206030.09902427,29.44364922743518,True
331,1.0212032458461788e-10,2.7347492526699946,0.9404059344529062,329776066.5702536,34.364526461945715,True
332,8.929026788564403e-11,2.9160754384141168,1.0764280407146933,162149564.41657245,29.90093735331582,True
333,8.626831328217217e-11,2.886639656004386,1.0510771932990743,194141572.20211056,30.649212028969792,True
334,9.63147080916121e-11,2.8408459173842835,1.028866637089234,207475131.34425792,31.330728624494395,True
335,8.432102256594118e-11,2.8984661280732764,0.957250760954581,257005509.84395823,33.74360573195646,True
336,8.955705333699282e-11,3.166743589203226,1.0075794922409762,108493727.6840487,32.01210913877762,True
337,9.899529092689195e-11,2.9734525547369057,0.976453929467757,172254069.8751577,33.06188560874186,True
338,1.0709099554662429e-10,2.994949860586332,1.0014519785752647,139705649.832368,32.21361400502346,True
339,1.0184411013335462e-10,2.9743936891553355,0.987506387045722,161269603.18488637,32.68154045717092,True
340,7.400362071745824e-11,3.0379462143852196,0.8980694746713795,257940554.83404434,36.07125006603122,True
341,9.89219205986905e-11,2.8709928327099257,1.0560892075492294,173405234.61763427,30.499385824237507,True
342,9.669152230303275e-11,2.684523869232471,0.995944642172532,332373882.7547539,32.396839952088094,True
343,9.997334673957785e-11,2.8711413866993993,0.9757599800248882,218156346.25714552,33.08605377893539,True
344,1.1151561294385159e-10,2.9711735709996505,0.9719836383585116,155972373.78674936,33.21817726458914,True
345,7.619291254267448e-11,2.793019960488493,1.0179229788183384,304195924.40692806,31.677464851223927,True
346,9.032540711816539e-11,2.872363404951067,0.9553121830852764,256811225.83478105,33.813949060152396,True
347,1.0167270069881621e-10,2.820823025699769,0.8872412220762979,321404320.98338246,36.54118853297966,True
348,8.081669376524216e-11,3.040202925184313,1.0203564901604139,156462586.82348374,31.599718999858982,True
349,1.1016911086131369e-10,2.9649457015406564,1.025955149897841,135341155.93423852,31.422253284012264,True
350,9.953622348192633e-11,2.955154062064396,0.9900184087661184,171413455.83190346,32.5962793622742,True
351,1.0412720626409668e-10,2.9521601313120973,0.9426048562404996,192317912.46260384,34.28221213205809,True
352,9.051894084939077e-11,2.8862750747447876,1.0044467770444643,212696377.24640125,32.11482212675191,True
353,1.0381213142367563e-10,2.9097556282527504,0.9267733815843205,224574714.649767,34.8835642488056,True
354,1.0625732693749477e-10,2.7714815419467684,0.948638470165617,283159438.7055344,34.05831021584372,True
355,9.823562899331683e-11,2.6713558021249435,0.962465103174792,372622137.43727857,33.555804032865645,True
356,9.825024856990748e-11,2.9050081130345027,1.0421969535445779,167258678.9971842,30.9182112224004,True
357,9.859529509710457e-11,2.9223990256272145,0.9818694524781542,192010142.0343114,32.87445280662706,True
358,8.771188545850194e-11,3.010926456842538,0.977606679411177,177167466.52824634,33.02181463551915,True
359,9.458372466969261e-11,3.0471335816082368,1.0977346257705622,103917166.37711278,29.272335900161703,True
360,9.453578368845736e-11,3.046999848499895,1.0176231248594356,132711689.57264572,31.687070320778822,True
361,9.968058109779356e-11,2.790197640670612,1.0169497255237414,234784077.93554598,31.708662522617054,True
362,1.0559831277033884e-10,2.854773496505023,0.9815149627395613,210972364.42291912,32.886658534791216,True
363,8.583805361300727e-11,2.9380334295881383,0.9701814166181612,220509280.94547015,33.281594457825676,True
364,9.479991330893206e-11,3.1431904677742177,0.8906796779991425,162399745.1069247,36.39072388594172,True
365,1.1022197325752614e-10,3.0380099203713917,1.048437026596178,105780238.6830336,30.72871165492493,True
366,8.886155300339939e-11,3.0019397161998382,1.022415485287819,155088719.95680404,31.53422723896425,True
367,8.810639983401293e-11,2.851221204445071,0.9910417003393294,247667315.2308813,32.56167149015079,True
368,9.794213944157946e-11,2.8016800368844876,0.9931386649081873,249392036.1885325,32.49097465505211,True
369,1.0410609782865907e-10,2.968890788338324,1.0368072131130528,137273861.6561377,31.08372369986569,True
370,9.610969013338234e-11,2.779933873576564,0.9222644963460074,333660006.7721927,35.06107916480861,True
371,1.087580216681951e-10,2.8661563649019697,0.9705059334223097,206296442.32672933,33.27015786281241,True
372,1.0422522223263866e-10,2.878522205099808,0.9431848568553735,228072895.19851956,34.26056438722153,True
373,1.040814726421446e-10,3.049291208912281,1.0885754641243373,96546736.3305835,29.53954036918697,True
374,1.013195184127113e-10,2.8545302697040325,1.043782776592665,182642112.0847066,30.869837946605358,True
375,1.1834546976332242e-10,2.6460750361427388,0.8898653679432318,410442960.0825961,36.42625249566243,True
376,9.403044778688599e-11,2.940444464766247,0.9243119186680012,232685015.13024646,34.97891231535796,True
377,7.676618599616147e-11,2.8200978146896074,0.9933827163321257,304167511.0651783,32.48276612193337,True
378,1.1140084187056457e-10,2.894263102443775,0.9763779893963788,184909609.3692222,33.064528698802874,True
